event_id,company_ticker,company_name,sector_gics,impact_channel,quarter,mention_text,mention_sentiment,management_action_described,revenue_delta_pct,cogs_delta_pct,operating_income_delta_pct,capex_delta_pct,car_1_5,car_1_30,source,confidence,labeled_by,human_reviewed,notes
india_pakistan_operation_sindoor_2025,INTERGLOBE,IndiGo (InterGlobe Aviation),20302010,logistics_operations,2025Q2,18 airports shut. IndiGo cancelled ~165 flights. Pakistan airspace ban ongoing. $600M/yr rerouting cost if ban persists. $37M/month industry total.,-0.5,Cancelled 165 flights. Rerouted Central Asian flights +3hrs.,,,,,0.029,,press_release,high,claude_verified,1,$600M annual Air India rerouting. Pakistan airspace ban mirrors Russia closure.
india_pakistan_operation_sindoor_2025,HAL.NS,Hindustan Aeronautics Ltd,20101010,revenue_market_access,2025Q2,Defense stocks added Rs 1.8 lakh crore (~$21.5B) market cap in 7 sessions. HAL +16%. Nifty Defence +24%. Rs 13500 crore Sukhoi order.,0.5,Accelerated production. PM Modi called for Made in India defense.,,,,,0.16,,earnings_call,high,claude_verified,1,$21.5B defense market cap gain. POSITIVE case.
india_pakistan_operation_sindoor_2025,TRADE_BILATERAL,India-Pakistan Bilateral Trade,99999999,revenue_market_access,2025Q2,India banned all imports from Pakistan. Trade collapsed: May-Jun $13.17M vs $103.45M prior year (-87%). Attari-Wagah shut.,-0.7,Total trade decoupling. Pakistan pharma suffered from lost Indian API imports.,-87.0,,,,,,government_data,high,claude_verified,1,SECTOR_LEVEL: Use for Model 1 event severity training only. Exclude from Model 2/3 company-specific training. -87% bilateral trade collapse.
venezuela_maduro_capture_2026,VZ_BONDS,Venezuelan Sovereign Bonds,40101015,financial_treasury,2026Q1,US captured Maduro Jan 3 2026. Bonds surged 33 to 42 cents (+27%). PDVSA bonds 26 to 33. Hedge funds ~30% returns. Total defaulted debt ~$154B.,0.4,Recovery prices 50-60 cents if restructuring proceeds.,,,,,,,market_data,high,claude_verified,1,SECTOR_LEVEL: Use for Model 1 event severity training only. Exclude from Model 2/3 company-specific training. +27% bond surge. POSITIVE case: regime change = debt recovery.
venezuela_maduro_capture_2026,CVX,Chevron Corp,10102010,revenue_market_access,2026Q1,Chevron stock surged. JVs with PDVSA = 23% of Venezuela output. Exports collapsed 960K to 300Kbpd. China exports 688K to zero.,0.3,Western firms may return. Chinese SOE engagement expected to decline.,,,,,0.04,,press_release,medium,claude_verified,1,Chevron beneficiary of regime change.
venezuela_maduro_capture_2026,VZ_OIL,Venezuelan Oil Exports,10102010,procurement_supply_chain,2026Q1,Exports collapsed 960K to 300Kbpd. Oil prices paradoxically fell — Brent ~$60 WTI ~$58 — due to global oversupply.,-0.3,Supply disruption but prices fell from oversupply context.,,,,,,,market_data,high,claude_verified,1,SECTOR_LEVEL: Use for Model 1 event severity training only. Exclude from Model 2/3 company-specific training. Counterintuitive: production collapsed but prices fell.
us_iran_war_2026,OIL_GLOBAL,Global Oil Market,10102010,procurement_supply_chain,2026Q1,Strait of Hormuz closed. 10+Mbpd offline. Brent $72.48 to $112.57 (+55%). Physical Brent touched $150. Largest supply disruption ever (IEA).,-0.9,US eased Iranian sanctions to contain prices. Gasoline +30% to $4/gal.,,55.0,,,,,market_data,high,claude_verified,1,SECTOR_LEVEL: Use for Model 1 event severity training only. Exclude from Model 2/3 company-specific training. 10+Mbpd disruption unprecedented. Brent +55%.
us_iran_war_2026,LMT,Lockheed Martin Corp,20101010,revenue_market_access,2026Q1,Defense stocks surged. Lockheed +30% YTD. Record backlog $194B. Revenue guided $77.5-80B.,0.5,Record demand for air defense and munitions.,,,,,0.026,,earnings_call,high,claude_verified,1,$194B backlog. POSITIVE defense case.
us_iran_war_2026,SHIPPING_HORMUZ,Global Shipping (Hormuz),20302010,logistics_operations,2026Q1,600+ vessels stranded including 325 tankers. War-risk premiums tripled. 4000+ daily flight cancellations. Emirates Etihad Qatar Airways suspended.,-0.8,Cape rerouting. Normalization not until July.,,,,,,,market_data,high,claude_verified,1,SECTOR_LEVEL: Use for Model 1 event severity training only. Exclude from Model 2/3 company-specific training. 600+ vessels stranded. Far larger than Red Sea crisis.
us_iran_war_2026,QA_LNG,Qatar LNG (Ras Laffan),10202010,procurement_supply_chain,2026Q1,Iranian strike on Ras Laffan Mar 18 2026. 17% capacity destroyed. 3-5yr repairs. Helium doubled-tripled (Qatar = 35% global). EU gas nearly doubled.,-0.9,Structural LNG supply deficit for years.,,100.0,,,,,market_data,high,claude_verified,1,SECTOR_LEVEL: Use for Model 1 event severity training only. Exclude from Model 2/3 company-specific training. World largest LNG facility. 3-5yr repair = structural deficit.
us_iran_war_2026,MACRO_MENA,MENA Economies,99999999,financial_treasury,2026Q1,Arab nations GDP loss $120-194B (UNDP). Iran -10% GDP. KOSPI -12%. Pakistan KSE -9.57% (largest ever). Gold paradoxically -28%.,-0.8,ECB postponed cuts. UK inflation to breach 5%. Surcharges up 30%.,,,,,,,government_data,high,claude_verified,1,SECTOR_LEVEL: Use for Model 1 event severity training only. Exclude from Model 2/3 company-specific training. $120-194B GDP loss. KOSPI -12% shows global contagion.
jbs_revil_ransomware_2021,JBS,JBS SA,30201010,cybersecurity_it,2021Q2,REvil ransomware (Russia-linked) hit JBS Jun 1 2021 shutting down all US beef plants for 2 days. JBS is world's largest meat processor. Paid $11M ransom in Bitcoin. USDA estimated US beef processing capacity fell 20% during shutdown. CEO Andre Nogueira: It was very painful to pay but right for customers.,-0.7,Paid $11M ransom. Restored operations within 2 days. FBI attributed to REvil (Russia-based). Biden raised ransomware with Putin at Jun 2021 Geneva summit.,,,,,,,press_release,high,claude_verified,1,$11M ransom confirmed by JBS Jun 9 2021 disclosure. 20% US beef capacity offline for 2 days. Shorter than Colonial Pipeline but larger economic footprint. Verify against JBS Jun 2021 press release and FBI attribution.
change_healthcare_ransomware_2024,UNH,UnitedHealth Group Inc,35102010,cybersecurity_it,2024Q1,BlackCat/ALPHV ransomware hit Change Healthcare (UnitedHealth subsidiary) Feb 21 2024. Disrupted ~33% of all US healthcare claims processing for weeks. UnitedHealth paid $22M ransom. Total cost estimated $872M in Q1 2024 alone rising to $1.6B+ for full year. 100M+ patient records exposed.,-0.8,Paid $22M ransom. Provided $6.5B in advance payments to affected healthcare providers. CEO Andrew Witty testified to Congress May 2024. Full remediation took months.,,,-5.0,,-0.045,, earnings_call,high,claude_verified,1,$22M ransom and $872M Q1 cost from UNH Q1 2024 earnings. ~33% of US claims processing is enormous systemic impact. Largest healthcare data breach in US history. Verify against UNH Q1 2024 transcript and Witty congressional testimony (May 2024).
wannacry_ransomware_2017,NHS_UK,UK National Health Service,35102010,cybersecurity_it,2017Q2,WannaCry ransomware (attributed to North Korea Lazarus Group) hit May 12 2017. NHS England: 80+ hospital trusts affected 19000 appointments cancelled 600 GP surgeries disrupted. UK DHSC estimated total cost to NHS at GBP 92M. Renault and FedEx also hit globally.,-0.7,NHS did not pay ransom. UK National Cyber Security Centre led response. Kill switch discovered by researcher Marcus Hutchins. Total global damage estimated $4-8B across 150 countries.,,,,,,, government_data,high,claude_verified,1,SECTOR_LEVEL: Use for Model 1 event severity training only. Exclude from Model 2/3 company-specific training. GBP 92M NHS cost from UK DHSC Oct 2018 report. 19000 cancelled appointments. North Korea attribution from US UK and Microsoft. Global $4-8B damage. Verify against UK DHSC lessons learned report (Oct 2018).
viasat_cyberattack_2022,VSAT,Viasat Inc,45301020,cybersecurity_it,2022Q1,Russian GRU cyberattack on Viasat KA-SAT satellite network Feb 24 2022 — timed precisely with Ukraine invasion launch. Disabled modems across Europe. Knocked offline ~5800 Enercon wind turbines in Germany (remote monitoring lost). Viasat disclosed tens of millions in costs for modem replacements and network recovery.,-0.7,Replaced thousands of modems across Europe. Network fully restored by mid-2022. NSA FBI and EU attributed to Russian GRU. Considered the most significant cyber operation of the Ukraine war.,,,,,0.104,, press_release,high,claude_verified,1,Timed with invasion hour — first shots of the cyber war. Collateral damage: German wind turbines lost remote access. Tens of millions in costs from Viasat Q1 2022 10-Q. Verify against Viasat filings and EU/NSA attribution statements.
moveit_clop_ransomware_2023,PRGS,Progress Software Corp,45103020,cybersecurity_it,2023Q2,Clop ransomware gang (Russia-linked) exploited MOVEit Transfer zero-day vulnerability May 31 2023. Over 2500 organizations and 65M+ individuals affected. Progress Software stock fell ~25% in Jun 2023. Emsisoft estimated total cost across all victims at $10B+. Victims included Shell BBC British Airways US Dept of Energy.,-0.7,Progress released patches within 48 hours. Faced multiple class-action lawsuits and SEC scrutiny. Stock partially recovered by Q3 2023 as direct liability appeared limited.,,,,,-0.25,,earnings_call,high,claude_verified,1,$10B+ total ecosystem cost (Emsisoft estimate). -25% Progress stock. 2500+ orgs breached. Clop gang is Russia-linked. Different from ransomware — this was a supply chain vulnerability exploit. Verify against Progress Software Q2/Q3 2023 earnings and Emsisoft tracking.
